id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1836980160,2015-03-24T00:00:00Z,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500
4330600435,2015-03-16T00:00:00Z,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920
3542300060,2015-03-11T00:00:00Z,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514
3211100860,2015-03-03T00:00:00Z,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040
8682281200,2015-03-09T00:00:00Z,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009
7202340400,2015-03-03T00:00:00Z,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729
7228500560,2015-03-20T00:00:00Z,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740
3021059276,2015-03-14T00:00:00Z,250000,4,2,2010,7312,1,0,0,4,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650
4215100060,2015-03-20T00:00:00Z,365000,3,2.5,2653,4510,2,0,0,3,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927
8079030390,2015-03-04T00:00:00Z,446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220
7520000520,2015-03-11T00:00:00Z,240500,2,1,1240,12092,1,0,0,3,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460
9262800171,2015-03-24T00:00:00Z,252000,4,1.5,1550,19800,1,0,0,4,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654
6116500075,2015-03-26T00:00:00Z,673000,4,2.5,2990,10400,2,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449
2231500030,2015-03-24T00:00:00Z,530000,4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
0808300310,2015-03-13T00:00:00Z,389000,4,2.25,2130,5337,2,0,0,3,7,2130,0,2001,0,98019,47.7237,-121.959,2300,6930
7375300160,2015-03-09T00:00:00Z,530000,5,2.25,2720,8800,1,0,0,4,7,1500,1220,1958,0,98008,47.5976,-122.118,2110,8800
9126100861,2015-03-06T00:00:00Z,557000,3,3.5,1710,2096,2,0,0,3,8,1290,420,2008,0,98122,47.6055,-122.305,1630,1543
6700400140,2015-03-18T00:00:00Z,268000,3,2.5,1550,8134,2,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134
0011500890,2015-03-12T00:00:00Z,843000,3,2.5,3130,8750,2,0,0,3,10,3130,0,1991,0,98052,47.6954,-122.103,2860,9003
1049010390,2015-03-19T00:00:00Z,505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,98034,47.7355,-122.18,1510,5460
1843100340,2015-03-05T00:00:00Z,348000,3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049
6189200125,2015-03-25T00:00:00Z,849950,3,3,2990,9773,2,0,0,4,8,2990,0,1973,0,98005,47.6344,-122.174,2230,11553
5126310400,2015-03-05T00:00:00Z,480000,4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
4402700070,2015-03-11T00:00:00Z,300000,2,1,1100,7680,1,0,0,4,7,1100,0,1950,0,98133,47.7439,-122.339,1460,7680
1432400335,2015-03-25T00:00:00Z,288000,3,1,1190,7560,1,0,0,5,6,1190,0,1958,0,98058,47.452,-122.177,1190,7560
0726049331,2015-03-26T00:00:00Z,515000,5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011
9485740340,2015-03-10T00:00:00Z,346900,4,2.5,1970,5106,2,0,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109
7899800860,2015-03-19T00:00:00Z,259950,2,2,1070,649,2,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928
6909200575,2015-03-14T00:00:00Z,685000,3,2,2060,2900,1.5,0,0,5,8,1330,730,1931,0,98144,47.5897,-122.292,1910,3900
2781280390,2015-03-24T00:00:00Z,290000,3,2.5,1610,2937,2,0,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
4315700060,2015-03-03T00:00:00Z,378000,2,2,1300,3850,1,0,0,3,7,800,500,1963,0,98136,47.5395,-122.39,950,5500
4140090320,2015-03-20T00:00:00Z,595000,5,2.75,3740,6750,1,0,0,4,8,1980,1760,1978,0,98028,47.7679,-122.261,2620,7920
2490200320,2015-03-20T00:00:00Z,545000,3,1.75,1680,6200,1.5,0,0,3,7,1680,0,1916,0,98136,47.5338,-122.384,1680,5100
0192460310,2015-03-24T00:00:00Z,269900,3,1.75,1140,22267,1,0,0,3,7,1140,0,1986,0,98045,47.4761,-121.758,1150,15625
6067910030,2015-03-16T00:00:00Z,664000,4,2.75,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211
7853290030,2015-03-11T00:00:00Z,507000,4,2.5,2730,7649,2,0,0,3,7,2730,0,2006,0,98065,47.5441,-121.882,2730,6216
8024200350,2015-03-04T00:00:00Z,410000,2,1,800,4342,1,0,0,3,6,670,130,1927,0,98115,47.6997,-122.316,1210,4343
2988000070,2015-03-04T00:00:00Z,405000,5,1.75,1550,10500,1,0,0,3,7,1100,450,1961,0,98011,47.7573,-122.22,1420,9823
0826079094,2015-03-24T00:00:00Z,330000,3,2,1400,218252,1,0,0,3,7,1400,0,1997,0,98019,47.7576,-121.934,2230,218222
8146100270,2015-03-24T00:00:00Z,824000,4,2.25,2490,9864,1,0,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864
8731901940,2015-03-04T00:00:00Z,218000,5,1.75,1930,8040,1,0,0,4,8,1930,0,1966,0,98023,47.3109,-122.376,2370,8000
1623049062,2015-03-04T00:00:00Z,210000,2,1,750,34133,1,0,0,3,6,750,0,1950,0,98168,47.4781,-122.294,1460,25792
4045100075,2015-03-25T00:00:00Z,2400000,4,4.25,4890,15188,2,0,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201
7300200550,2015-03-19T00:00:00Z,659000,4,2.25,2610,24931,2,0,0,3,8,2610,0,1983,0,98075,47.5771,-122.05,2550,18306
4167300310,2015-03-17T00:00:00Z,324500,3,1.75,1920,11340,1,0,0,4,7,1230,690,1977,0,98023,47.3272,-122.362,1980,9638
7197350070,2015-03-04T00:00:00Z,512000,3,1.75,1610,12555,1,0,0,3,7,1080,530,1977,0,98052,47.6618,-122.136,1780,10374
2296500036,2015-03-10T00:00:00Z,450000,4,2.75,2980,13260,1,0,0,4,8,1800,1180,1979,0,98056,47.5152,-122.197,1920,10731
1937300270,2015-03-03T00:00:00Z,910000,3,3.5,2480,3200,2,0,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200
2310000240,2015-03-13T00:00:00Z,275000,3,2.25,1420,8549,2,0,0,4,7,1420,0,1989,0,98038,47.3576,-122.039,1560,7471
6665800060,2015-03-05T00:00:00Z,795000,3,2,2920,13650,1,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,10988
3275780030,2015-03-11T00:00:00Z,730000,4,2.25,2190,9009,2,0,0,4,8,1840,350,1977,0,98033,47.6916,-122.188,2190,10251
9406520830,2015-03-26T00:00:00Z,314950,3,2.25,1654,8479,2,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479
4325000125,2015-03-18T00:00:00Z,255000,3,1.5,1340,8450,1,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920
1109000390,2015-03-10T00:00:00Z,420000,3,1.5,2390,4600,2,0,0,3,8,1750,640,1920,1995,98118,47.5383,-122.268,1690,5220
8663280160,2015-03-05T00:00:00Z,545000,5,2.5,2520,7863,1,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,2030,8580
4441300240,2015-03-31T00:00:00Z,1200000,3,2,3660,22410,1,0,3,4,9,1830,1830,1947,0,98117,47.6972,-122.4,2680,8250
2768301715,2015-03-11T00:00:00Z,565000,4,3,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,47.6653,-122.372,1290,3440
7708300140,2015-03-06T00:00:00Z,369950,3,1,2430,10720,1,0,0,3,7,2430,0,1977,0,98045,47.4895,-121.787,1660,11560
9455200445,2015-03-25T00:00:00Z,601000,3,1.75,1330,6743,1,0,0,3,8,1330,0,1958,2002,98125,47.7012,-122.286,2600,7350
0510002065,2015-03-23T00:00:00Z,700000,4,1,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245
0100600860,2015-03-24T00:00:00Z,237500,3,1.75,1050,7854,1,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668
3205200640,2015-03-30T00:00:00Z,427200,3,1,1030,8400,1,0,0,4,7,1030,0,1963,0,98056,47.5364,-122.173,1270,8400
8899200570,2015-03-11T00:00:00Z,280000,3,2.25,1900,7800,1,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,7800
7853340860,2015-03-10T00:00:00Z,420000,2,2.75,1760,4139,2,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,3076
3226049270,2015-03-04T00:00:00Z,585000,4,2.5,2160,8158,1,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.328,1520,7208
2379300340,2015-03-31T00:00:00Z,321500,4,2.5,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168
1370804430,2015-03-05T00:00:00Z,543115,2,1,1380,5484,1,0,0,3,8,1030,350,1947,0,98199,47.6382,-122.399,1380,5347
0016000435,2015-03-16T00:00:00Z,218500,2,1,1600,8961,1,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798
2892600016,2015-03-17T00:00:00Z,197500,2,1,820,8860,1,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375
1825079070,2015-03-13T00:00:00Z,590000,3,1.75,1560,242629,1,0,0,3,7,1560,0,1981,0,98053,47.6493,-121.956,2320,220654
5255710160,2015-03-18T00:00:00Z,465000,4,2.25,2210,8862,1,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862
3756600240,2015-03-19T00:00:00Z,379000,3,1,1140,10320,1,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412
7855300200,2015-03-19T00:00:00Z,1242500,4,2.75,2680,8500,1,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650
2473002080,2015-03-17T00:00:00Z,500000,3,2.75,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128
5416510060,2015-03-06T00:00:00Z,367000,4,2.5,2960,6219,2,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361
1509500160,2015-03-24T00:00:00Z,350900,4,2.5,2540,12843,2,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383
0255520260,2015-03-24T00:00:00Z,624000,5,3.75,3570,14648,2,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.974,3160,7882
3343900326,2015-03-11T00:00:00Z,552500,4,3.5,3710,10400,2,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276
5332200550,2015-03-25T00:00:00Z,505000,3,1,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000
3797000295,2015-03-12T00:00:00Z,492000,2,1,880,2970,1,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060
1775801260,2015-03-11T00:00:00Z,425000,4,2.5,1930,14196,1,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852
7137960030,2015-03-09T00:00:00Z,298900,3,2.5,1830,6162,2,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017
3131201290,2015-03-17T00:00:00Z,900000,4,2.5,2660,3672,2,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825
7853210140,2015-03-09T00:00:00Z,359000,3,2.5,1450,3850,2,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748
9558020890,2015-03-24T00:00:00Z,334950,3,2.5,1620,2930,2,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943
2636900126,2015-03-12T00:00:00Z,365000,4,2.5,1570,9600,1,0,0,3,7,800,770,1972,0,98155,47.7757,-122.303,1340,9110
5249800729,2015-03-30T00:00:00Z,680000,6,3.5,3000,6320,2,0,2,3,8,2400,600,1969,0,98118,47.562,-122.279,1720,6360
7955030060,2015-03-26T00:00:00Z,345000,3,1,1250,17380,1,0,0,4,7,1250,0,1970,0,98072,47.7502,-122.108,1410,18200
2473003210,2015-03-13T00:00:00Z,364808,3,1.75,2320,7875,1,0,0,3,8,1620,700,1967,0,98058,47.4524,-122.146,1990,9720
9393700140,2015-03-10T00:00:00Z,420000,3,1,1150,5120,1,0,0,4,6,800,350,1946,0,98116,47.5588,-122.392,1220,5120
8648220260,2015-03-24T00:00:00Z,284000,3,1.75,1530,9600,1,0,0,3,7,1200,330,1988,0,98042,47.3594,-122.076,1680,9680
2026049155,2015-03-20T00:00:00Z,372500,3,1.75,1680,8648,1,0,0,4,7,1680,0,1963,0,98133,47.7338,-122.332,1290,8147
0853400240,2015-03-25T00:00:00Z,847000,6,2.5,3010,17864,2,0,0,3,8,3010,0,1969,0,98177,47.7209,-122.372,2560,11532
0203600140,2015-03-24T00:00:00Z,595000,3,2.75,2150,31238,2,0,0,3,9,2150,0,1996,0,98014,47.6596,-121.96,2650,38307
1683600240,2015-03-20T00:00:00Z,234975,3,1.75,1650,8073,1,0,0,3,7,1100,550,1980,0,98092,47.3187,-122.182,1280,8073
1775800510,2015-03-24T00:00:00Z,432000,4,1,1750,12528,1,0,0,4,7,1750,0,1967,0,98072,47.743,-122.097,1550,14120
5104450070,2015-03-09T00:00:00Z,435000,4,2.25,2730,7506,2,0,0,4,8,2730,0,1987,0,98058,47.4627,-122.152,2390,8015
8682291840,2015-03-31T00:00:00Z,408000,2,2,1200,3900,1,0,0,3,8,1200,0,2006,0,98053,47.72,-122.024,1440,5580
6678900140,2015-03-19T00:00:00Z,685000,3,1.75,2210,8955,1,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976
4292300024,2015-03-02T00:00:00Z,350000,3,1.5,1430,12199,1,0,0,3,7,1130,300,1948,0,98133,47.7352,-122.33,1490,8196
9471200370,2015-03-30T00:00:00Z,2537000,4,3,3710,20000,2,0,2,5,10,2760,950,1936,0,98105,47.6696,-122.261,3970,20000
8830400135,2015-03-05T00:00:00Z,264950,3,1.5,1470,11599,1,0,0,3,7,1070,400,1967,0,98030,47.3632,-122.188,1580,9760
0339350070,2015-03-18T00:00:00Z,566000,3,2.5,2090,6294,2,0,0,3,9,2090,0,2004,0,98052,47.686,-122.095,2520,5735
1559900200,2015-03-26T00:00:00Z,382000,3,2.25,1800,4500,2,0,0,3,7,1800,0,1995,0,98019,47.7462,-121.98,1760,6589
5457300703,2015-03-20T00:00:00Z,707500,3,1,1500,2555,2,0,2,3,7,1500,0,1910,0,98109,47.627,-122.353,1820,2555
2856102336,2015-03-25T00:00:00Z,652000,3,2,1700,4080,1,0,0,4,7,850,850,1941,0,98117,47.6785,-122.393,1480,5100
2413301070,2015-03-24T00:00:00Z,280000,4,2.25,2100,8075,2,0,0,3,8,2100,0,1978,0,98003,47.3251,-122.329,2100,7464
7941140070,2015-03-18T00:00:00Z,400000,3,2.25,1500,2692,2,0,0,3,7,1500,0,1986,0,98034,47.7159,-122.203,1470,2418
9272200810,2015-03-16T00:00:00Z,1218000,4,3,3470,4750,2,0,2,3,9,2370,1100,2014,0,98116,47.5917,-122.386,2420,4761
4324200060,2015-03-12T00:00:00Z,249000,3,1.5,1700,8247,1,0,0,3,7,1010,690,1970,0,98031,47.4216,-122.174,1440,8400
4058800830,2015-03-18T00:00:00Z,612000,6,3,3840,14040,1.5,0,3,3,8,2460,1380,1949,0,98178,47.506,-122.241,2170,6765
5255690060,2015-03-18T00:00:00Z,413000,5,2.5,2900,8711,1,0,0,3,8,1650,1250,1977,0,98011,47.7752,-122.197,2340,8869
8165500830,2015-03-27T00:00:00Z,409900,3,2.5,1690,1200,2,0,0,3,8,1410,280,2013,0,98106,47.5389,-122.367,1690,1760
5126900310,2015-03-25T00:00:00Z,150000,2,1,1100,7200,1,0,0,4,6,1100,0,1944,0,98058,47.4752,-122.172,1390,7200
9477000060,2015-03-31T00:00:00Z,434500,3,1.75,1650,7965,1,0,0,4,7,1650,0,1967,0,98034,47.7335,-122.193,1560,7350
0934300140,2015-03-23T00:00:00Z,284950,4,1.5,2000,6778,1,0,0,4,7,1170,830,1962,0,98198,47.3708,-122.311,1940,7531
1939110310,2015-03-10T00:00:00Z,722080,3,3.25,3680,7650,2,0,0,3,9,2340,1340,1988,0,98074,47.6272,-122.033,2280,8515
2004100075,2015-03-26T00:00:00Z,332000,2,1,1150,8138,1,0,0,3,7,1150,0,1954,0,98155,47.737,-122.325,1300,8139
4221270340,2015-03-27T00:00:00Z,655000,3,2.5,2320,4721,2,0,0,3,8,2320,0,2004,0,98075,47.591,-122.017,2250,4356
3623500135,2015-03-26T00:00:00Z,800000,4,2.25,2350,10664,1,0,1,2,7,1510,840,1952,0,98040,47.5743,-122.238,2350,10140
5418200295,2015-03-09T00:00:00Z,549500,3,1.75,1620,8438,1,0,0,4,8,1620,0,1961,0,98125,47.703,-122.281,2040,9450
6082400152,2015-03-04T00:00:00Z,325000,3,2.25,1890,9646,1,0,0,3,8,1890,0,1966,0,98168,47.4838,-122.299,1580,9488
1925069121,2015-03-30T00:00:00Z,960000,3,2.5,1730,4102,3,1,4,3,8,1730,0,1996,0,98074,47.645,-122.084,2340,16994
2005300140,2015-03-30T00:00:00Z,220000,4,2,2340,10507,1.5,0,0,4,6,2340,0,1959,0,98030,47.3578,-122.178,990,10507
9542000075,2015-03-27T00:00:00Z,700000,3,1.75,2000,14733,1,0,0,4,8,2000,0,1958,0,98005,47.6001,-122.178,2620,14733
1020069017,2015-03-27T00:00:00Z,700000,4,1,1300,1651359,1,0,3,4,6,1300,0,1920,0,98022,47.2313,-122.023,2560,425581
5088500310,2015-03-12T00:00:00Z,435000,3,2,2660,16677,1,0,0,3,9,2210,450,1990,0,98038,47.3689,-122.055,2660,11355
5402100045,2015-03-11T00:00:00Z,189950,4,2,1910,4225,1,0,0,4,6,910,1000,1919,0,98001,47.3084,-122.234,1060,4800
2883200966,2015-03-18T00:00:00Z,780000,5,1.5,1940,4800,2,0,0,3,8,1940,0,1905,0,98103,47.6845,-122.332,1750,4800
7214800240,2015-03-16T00:00:00Z,541100,4,2.25,2510,9800,2,0,0,3,9,2510,0,1978,0,98072,47.753,-122.145,2440,11000
3295610350,2015-03-23T00:00:00Z,850000,5,2.75,3430,15119,2,0,0,3,10,3430,0,1998,0,98075,47.5678,-122.032,3430,12045
9414100030,2015-03-31T00:00:00Z,975000,4,3.25,3330,17533,1,0,2,3,9,1750,1580,1969,0,98033,47.652,-122.2,3340,12798
2770606602,2015-03-05T00:00:00Z,552500,3,1.75,2040,5775,1,0,0,3,7,1410,630,1958,0,98199,47.6592,-122.393,1360,4400
7211400990,2015-03-03T00:00:00Z,256000,2,1,860,5000,1,0,0,3,6,860,0,1915,1945,98146,47.5133,-122.356,1220,5000
0984220370,2015-03-26T00:00:00Z,279000,4,2.25,2090,8941,2,0,0,3,7,2090,0,1975,0,98058,47.4332,-122.167,1890,7946
5634500251,2015-03-27T00:00:00Z,450000,3,1,1160,36831,1,0,0,3,7,1160,0,1938,0,98028,47.7507,-122.237,1800,15640
8559900140,2015-03-31T00:00:00Z,450000,3,1,1060,4650,1,0,0,3,7,910,150,1950,0,98116,47.5784,-122.393,1480,4750
7101100055,2015-03-03T00:00:00Z,753000,3,1.75,2360,8290,1,0,0,4,7,1180,1180,1950,0,98115,47.6738,-122.281,1880,7670
4139460200,2015-03-25T00:00:00Z,905000,4,2.5,3330,9557,2,0,0,3,10,3330,0,1995,0,98006,47.5526,-122.102,3360,9755
6918700320,2015-03-06T00:00:00Z,685000,5,2.5,1900,7843,2,0,0,5,7,1900,0,1966,0,98008,47.6273,-122.123,1900,7350
9560700055,2015-03-10T00:00:00Z,550000,5,2.5,2960,9877,1,0,0,4,7,1480,1480,1960,0,98005,47.5866,-122.171,1900,9877
9151600695,2015-03-04T00:00:00Z,625000,3,2,2140,3600,2,0,0,3,8,1680,460,1911,1997,98116,47.5846,-122.383,2340,5400
2143700830,2015-03-12T00:00:00Z,370000,4,2.5,2100,19680,1.5,0,0,3,6,2100,0,1914,0,98055,47.4787,-122.23,1340,12300
3886902505,2015-03-11T00:00:00Z,616300,3,2,1700,8400,2,0,2,3,7,1700,0,1927,0,98033,47.6825,-122.19,1820,9000
4307350990,2015-03-09T00:00:00Z,320000,3,2.5,1590,3480,2,0,0,3,7,1590,0,2004,0,98056,47.4805,-122.178,1680,3480
2873000260,2015-03-05T00:00:00Z,150000,3,1,1250,7210,1,0,0,4,7,1250,0,1968,0,98031,47.4169,-122.168,1010,7210
1697000400,2015-03-30T00:00:00Z,133000,3,1,980,9115,1,0,0,3,7,980,0,1968,0,98198,47.3737,-122.312,1470,8716
3279000240,2015-03-30T00:00:00Z,232500,3,2,1370,9760,1,0,0,4,7,1110,260,1979,0,98023,47.3009,-122.384,1640,9040
8965500320,2015-03-26T00:00:00Z,780000,4,2.25,2260,16188,1,0,0,3,10,2260,0,1984,0,98006,47.5637,-122.112,2840,10158
7856560320,2015-03-17T00:00:00Z,962000,4,2.25,3320,20100,1,0,0,4,8,1810,1510,1981,0,98006,47.5566,-122.153,2450,9821
8807600340,2015-03-25T00:00:00Z,322000,3,1,1230,9660,1,0,0,3,7,1230,0,1968,0,98053,47.6829,-122.06,1380,10125
9346700320,2015-03-23T00:00:00Z,722500,4,2.5,2460,9296,2,0,0,3,9,2460,0,1978,0,98007,47.6125,-122.152,2730,9900
2207500695,2015-03-04T00:00:00Z,1015000,4,2.5,2960,4760,2,0,0,3,8,2160,800,1900,0,98102,47.6367,-122.318,1600,4760
0224069084,2015-03-25T00:00:00Z,475000,3,1,1250,150117,1,0,0,3,7,1250,0,1975,0,98075,47.5956,-122.009,3060,50055
9553200125,2015-03-31T00:00:00Z,875000,3,1.5,2440,5750,1,0,0,3,8,1320,1120,1939,0,98115,47.6991,-122.296,2160,6820
0421079105,2015-03-09T00:00:00Z,325000,3,2.25,1480,97138,1.5,0,0,3,7,1480,0,1984,0,98010,47.3317,-121.927,1730,176418
2420069017,2015-03-24T00:00:00Z,152900,1,1,900,4368,1,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000
7695500200,2015-03-23T00:00:00Z,505000,3,2.5,2100,17882,2,0,0,4,8,2100,0,1985,0,98059,47.4754,-122.119,2080,16686
9471200200,2015-03-25T00:00:00Z,2532000,4,4.25,5040,16048,1,0,3,3,10,3420,1620,1950,0,98105,47.6702,-122.26,3960,14000
9214400135,2015-03-10T00:00:00Z,510000,2,1,890,6095,1,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985
3448000270,2015-03-13T00:00:00Z,398500,3,1,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,47.7163,-122.299,1120,7800
7893203450,2015-03-23T00:00:00Z,280000,3,1,1400,13975,1,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500
2473381090,2015-03-25T00:00:00Z,270000,3,2.25,2390,7000,1,0,0,4,7,1990,400,1970,0,98058,47.4568,-122.169,1610,7000
7297700055,2015-03-05T00:00:00Z,306000,3,1,1190,10350,1,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,1850,10500
3317500030,2015-03-16T00:00:00Z,1085000,3,2.5,3630,11019,1,0,0,4,9,2150,1480,1972,0,98040,47.561,-122.226,3150,13555
3343301920,2015-03-02T00:00:00Z,1650000,3,2.75,2690,8890,2,1,4,4,10,2690,0,1975,1991,98006,47.5487,-122.197,2940,8890
6619510060,2015-03-27T00:00:00Z,499000,4,3,2030,12675,2,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705
7212660640,2015-03-26T00:00:00Z,333000,4,2.5,2400,7270,2,0,0,3,8,2400,0,1993,0,98003,47.2697,-122.312,2150,6584
1545802830,2015-03-09T00:00:00Z,258500,3,2,1460,7930,1,0,0,3,7,1460,0,1989,0,98038,47.359,-122.049,1630,7930
1370804100,2015-03-24T00:00:00Z,783000,4,2.75,2080,5000,1,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000
2619920030,2015-03-18T00:00:00Z,760000,4,2.5,3220,4031,2,0,0,3,9,3220,0,2002,0,98033,47.688,-122.163,3150,5083
8563001070,2015-03-23T00:00:00Z,550000,4,2,1660,12377,1,0,0,3,8,1660,0,1966,0,98008,47.6231,-122.102,1820,8968
